Dataset,Familia,Modelo,Tamaño,Semilla,Serializacion,Estrategia,Shots,Tiempo carga (s),Tiempo seleccion (s),Tiempo inferencia (s),Accuracy,Precision,Recall,F1-score,Muestras,Invalidas
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot,8,17.81,0.0022,7.935,0.6,0.4615,0.75,0.5714,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Zero-shot,0,17.81,0.0,4.4784,0.6556,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Zero-shot,0,17.81,0.0,4.4784,0.6444,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Zero-shot,0,17.81,0.0,4.4786,0.6444,0.0,0.0,0.0,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot,1,17.81,0.0019,3.8193,0.6333,0.25,0.0323,0.0571,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot,1,17.81,0.002,3.8485,0.6667,0.5357,0.4688,0.5,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot,1,17.81,0.002,3.8855,0.6444,0.5,0.5938,0.5429,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot,2,17.81,0.0021,4.5284,0.4444,0.3333,0.6129,0.4318,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot,2,17.81,0.0024,4.3692,0.5444,0.4151,0.6875,0.5176,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot,2,17.81,0.0019,4.3524,0.4667,0.371,0.7188,0.4894,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot,4,17.81,0.002,5.7294,0.6111,0.4474,0.5484,0.4928,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot,4,17.81,0.0022,5.7646,0.4111,0.36,0.8438,0.5047,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot,4,17.81,0.0021,5.7845,0.5111,0.4143,0.9062,0.5686,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot,8,17.81,0.0022,8.0455,0.5556,0.3846,0.4839,0.4286,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot,8,17.81,0.0022,8.0604,0.5333,0.4194,0.8125,0.5532,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot,8,17.81,0.0021,8.1676,0.5556,0.4333,0.8125,0.5652,90,0
